categorySlug,playlistId,channelId,rate,views
EGNE,PL9A090CB69EA83224,UC640y4UvDAlya_WOj5U4pfA,9,554136
PHYS,PLE4F2282F66AEA9EF,UC640y4UvDAlya_WOj5U4pfA,3,754994
PHYS,PL708EEA8184EA8F53,UC640y4UvDAlya_WOj5U4pfA,5,835481
PHYS,PLA1A08D1AF30B1FA3,UC640y4UvDAlya_WOj5U4pfA,7,683
PHYS,PLF404D44A280B5C77,UC640y4UvDAlya_WOj5U4pfA,5,458076
PHYS,PLC982848AA3D1C969,UC640y4UvDAlya_WOj5U4pfA,1,721571
PHYS,PLBC188A9DB924B6EB,UC640y4UvDAlya_WOj5U4pfA,9,700860
EGNE,PLF051FCC12CB73ADC,UC640y4UvDAlya_WOj5U4pfA,5,4671
EGNE,PL1F857AA89C464B15,UC640y4UvDAlya_WOj5U4pfA,3,370269
EGNE,PL54A4E6BABF2F90B9,UC640y4UvDAlya_WOj5U4pfA,9,500848
SCLS,PLFA5C164D77D3B971,UC640y4UvDAlya_WOj5U4pfA,3,531718
EGNE,PLB8BC0AB0AD5DA4E2,UC640y4UvDAlya_WOj5U4pfA,7,357457
PHYS,PLD29A0263FEC0626A,UC640y4UvDAlya_WOj5U4pfA,9,522128
EGNE,PL59C0B5D9811F3609,UC640y4UvDAlya_WOj5U4pfA,1,472018
INTE,PL6EA0722B99332589,UC640y4UvDAlya_WOj5U4pfA,4,32498
HUMA,PLB60A6F21AFA2B42B,UC640y4UvDAlya_WOj5U4pfA,1,749735
EGNE,PL39706EA3A5098D63,UC640y4UvDAlya_WOj5U4pfA,5,898977
EGNE,PL7A4EDABDF0D5345C,UC640y4UvDAlya_WOj5U4pfA,5,793302
EGNE,PLAE677E56C97A7C7D,UC640y4UvDAlya_WOj5U4pfA,4,505598
SCLS,PL040D2F9406691BE6,UC640y4UvDAlya_WOj5U4pfA,9,380507
PHYS,PLECA78684C931E6B7,UC640y4UvDAlya_WOj5U4pfA,7,268126
EGNE,PLA5CA7D35114BA425,UC640y4UvDAlya_WOj5U4pfA,5,177585
HUMA,PL46E570049699F5F2,UC640y4UvDAlya_WOj5U4pfA,8,204856
INTE,PLD392E2ACAEF0C689,UC640y4UvDAlya_WOj5U4pfA,6,540754
SCLS,PL0463169721E0D76F,UC640y4UvDAlya_WOj5U4pfA,9,570820
PHYS,PLB694196369E57982,UC640y4UvDAlya_WOj5U4pfA,9,81628
DSGN,PL819F5B524B56D0D3,UC640y4UvDAlya_WOj5U4pfA,8,736226
PHYS,PL1FB61CA43389A7BC,UC640y4UvDAlya_WOj5U4pfA,2,435397
EGNE,PLD50A0FB75B98EDA3,UC640y4UvDAlya_WOj5U4pfA,2,364785
PHYS,PLA862585F1B9ACCBD,UC640y4UvDAlya_WOj5U4pfA,8,698496
PHYS,PL675BE95AEF6A3A14,UC640y4UvDAlya_WOj5U4pfA,8,445607
EGNE,PLBC66ADC62E59C06B,UC640y4UvDAlya_WOj5U4pfA,4,555333
INTE,PLE1010BEDB031C039,UC640y4UvDAlya_WOj5U4pfA,6,444005
PHYS,PL38769A2045D58D20,UC640y4UvDAlya_WOj5U4pfA,4,156235
SCLS,PLB8D1F86227F088BB,UC640y4UvDAlya_WOj5U4pfA,9,58624
INTE,PLB3F0FC99B5D89571,UC640y4UvDAlya_WOj5U4pfA,2,361717
PHYS,PL02F0C1794E621BD0,UC640y4UvDAlya_WOj5U4pfA,6,338180
MATH,PL5022A32B9BCFE3E4,UC640y4UvDAlya_WOj5U4pfA,5,464284
EGNE,PL1D4476A3EA403B2E,UC640y4UvDAlya_WOj5U4pfA,1,353786
MATH,PL05CD03A43A56AE66,UC640y4UvDAlya_WOj5U4pfA,5,196566
PHYS,PL99EA5ECCC34949DB,UC640y4UvDAlya_WOj5U4pfA,1,181489
SCLS,PL00A249F1ED28FC66,UC640y4UvDAlya_WOj5U4pfA,2,50844
SCLS,PLABBE3EC0B7E2130D,UC640y4UvDAlya_WOj5U4pfA,6,53470
INTE,PL612CE2AB6F38DF9A,UC640y4UvDAlya_WOj5U4pfA,1,486827
INTE,PL71FE85723FD414D7,UC640y4UvDAlya_WOj5U4pfA,3,564744
EGNE,PL85783E9E7B5F2C0D,UC640y4UvDAlya_WOj5U4pfA,3,790373
EGNE,PL4C141B35706AD19A,UC640y4UvDAlya_WOj5U4pfA,5,532995
PHYS,PL400CAFBA72E94CF8,UC640y4UvDAlya_WOj5U4pfA,8,75432
PHYS,PLB368471AD70B8A6B,UC640y4UvDAlya_WOj5U4pfA,1,773989
PHYS,PL641752BF0D96C2A6,UC640y4UvDAlya_WOj5U4pfA,9,565427
SCLS,PLEC357A2BC142F57E,UC640y4UvDAlya_WOj5U4pfA,8,325535
EGNE,PL5659F55847E64D75,UC640y4UvDAlya_WOj5U4pfA,5,624659
SCLS,PLCD408E74E6E853F3,UC640y4UvDAlya_WOj5U4pfA,5,371518
PHYS,PLA15B70D88CA21EBE,UC640y4UvDAlya_WOj5U4pfA,6,79621
SCLS,PL1C1BA88BD78AE49A,UC640y4UvDAlya_WOj5U4pfA,6,296253
EGNE,PLA218B83235A4AD5C,UC640y4UvDAlya_WOj5U4pfA,5,471268
EGNE,PL33C351D5F12BD617,UC640y4UvDAlya_WOj5U4pfA,1,613815
EGNE,PL1955A15B7F282A7F,UC640y4UvDAlya_WOj5U4pfA,1,795244
SCLS,PLC2E6D572A3227164,UC640y4UvDAlya_WOj5U4pfA,2,435979
SCLS,PLA5B61833B976038C,UC640y4UvDAlya_WOj5U4pfA,6,83434
EGNE,PL42D75EB85932E7D3,UC640y4UvDAlya_WOj5U4pfA,4,438818
EGNE,PL75A2863DF4CE1CE6,UC640y4UvDAlya_WOj5U4pfA,8,551743
EGNE,PL8EAF844326CBB2E3,UC640y4UvDAlya_WOj5U4pfA,1,320841
EGNE,PL18DF0AEFCD1784E9,UC640y4UvDAlya_WOj5U4pfA,5,371555
HUMA,PLFDF2FEE66B9C1FD8,UC640y4UvDAlya_WOj5U4pfA,2,116935
EGNE,PL2936356E07178528,UC640y4UvDAlya_WOj5U4pfA,2,625030
EGNE,PLC1A15E0C6761937F,UC640y4UvDAlya_WOj5U4pfA,3,842389
MATH,PL50F86BDF6873CED9,UC640y4UvDAlya_WOj5U4pfA,3,607149
SCLS,PLEE5D02698EAAF2C0,UC640y4UvDAlya_WOj5U4pfA,8,561125
SCLS,PL8F39D0611CB7BD3B,UC640y4UvDAlya_WOj5U4pfA,3,579097
EGNE,PLBE92469895618E50,UC640y4UvDAlya_WOj5U4pfA,9,776129
EGNE,PL21BB25670CDC2AEB,UC640y4UvDAlya_WOj5U4pfA,7,858941
INTE,PL85CF9F4A047C7BF7,UC640y4UvDAlya_WOj5U4pfA,6,98057
PHYS,PL933506E0FA39B6C0,UC640y4UvDAlya_WOj5U4pfA,9,135516
PHYS,PL6A433F179A32A866,UC640y4UvDAlya_WOj5U4pfA,5,492056
EGNE,PL090DAFDD7A36E27B,UC640y4UvDAlya_WOj5U4pfA,7,209061
INTE,PLD8F7759A8F75D841,UC640y4UvDAlya_WOj5U4pfA,5,836807
INTE,PL2F82ECDF8BB71B0C,UC640y4UvDAlya_WOj5U4pfA,7,192521
INTE,PL3690D679B876DE6A,UC640y4UvDAlya_WOj5U4pfA,3,744987
EGNE,PL2E3F2883347BB45B,UC640y4UvDAlya_WOj5U4pfA,9,251603
EGNE,PLA82384B9A9B6C252,UC640y4UvDAlya_WOj5U4pfA,6,304756
EGNE,PL6C92B335BD4238AB,UC640y4UvDAlya_WOj5U4pfA,7,948801
EGNE,PLF29953E04820E290,UC640y4UvDAlya_WOj5U4pfA,8,169644
PHYS,PLE6AABEBC55CC0F74,UC640y4UvDAlya_WOj5U4pfA,8,363523
EGNE,PLD7A954517F4AE47A,UC640y4UvDAlya_WOj5U4pfA,5,938182
EGNE,PL2FE1841A440DE2F8,UC640y4UvDAlya_WOj5U4pfA,3,587055
EGNE,PLC3A601B6060658D3,UC640y4UvDAlya_WOj5U4pfA,5,410836
EGNE,PLA74601484F6994D8,UC640y4UvDAlya_WOj5U4pfA,3,981367
EGNE,PL6E313980EF23CA6E,UC640y4UvDAlya_WOj5U4pfA,1,190255
SCLS,PLAABCA439BF7EA3CC,UC640y4UvDAlya_WOj5U4pfA,1,839702
EGNE,PL716BC63A7418B310,UC640y4UvDAlya_WOj5U4pfA,6,846763
SCLS,PL2FC06CE7BB3D8BC6,UC640y4UvDAlya_WOj5U4pfA,1,845667
SCLS,PL03A70BC250C931F0,UC640y4UvDAlya_WOj5U4pfA,2,408130
SCLS,PLE04B26C87FB0C0C6,UC640y4UvDAlya_WOj5U4pfA,5,701482
SCLS,PLAC5BFC6079BCCC12,UC640y4UvDAlya_WOj5U4pfA,7,713244
SCLS,PL51300B0778FB5784,UC640y4UvDAlya_WOj5U4pfA,8,525353
INTE,PLD9781AC5EBC9FA16,UC640y4UvDAlya_WOj5U4pfA,2,863981
INTE,PLBBCE226922E31394,UC640y4UvDAlya_WOj5U4pfA,6,357286
EGNE,PLAC668A0566953FB5,UC640y4UvDAlya_WOj5U4pfA,9,931469
EGNE,PLB85BDFBE784BFEB6,UC640y4UvDAlya_WOj5U4pfA,6,405394
EGNE,PL6F80A607A9B85AB3,UC640y4UvDAlya_WOj5U4pfA,4,86778
EGNE,PLD8E646BAB3366BC8,UC640y4UvDAlya_WOj5U4pfA,6,426432
EGNE,PLD074EEC1EBEFAEA5,UC640y4UvDAlya_WOj5U4pfA,5,86699
DSGN,PL7698226C57702A42,UC640y4UvDAlya_WOj5U4pfA,3,40485
EGNE,PL004010FEA702502F,UC640y4UvDAlya_WOj5U4pfA,8,768459
EGNE,PL4FA894BD6A9586E1,UC640y4UvDAlya_WOj5U4pfA,3,719598
EGNE,PL44F73876589C58C8,UC640y4UvDAlya_WOj5U4pfA,2,152562
EGNE,PL2DC54ABD5C0221FE,UC640y4UvDAlya_WOj5U4pfA,6,75043
EGNE,PL3EA65335EAC29EE8,UC640y4UvDAlya_WOj5U4pfA,1,345908
EGNE,PL9108F6C4E154885A,UC640y4UvDAlya_WOj5U4pfA,5,948862
EGNE,PLC9996419976201B6,UC640y4UvDAlya_WOj5U4pfA,8,559352
EGNE,PL05350A31E6C09B7A,UC640y4UvDAlya_WOj5U4pfA,1,417290
EGNE,PL521D094C8752CE67,UC640y4UvDAlya_WOj5U4pfA,5,937552
EGNE,PLA4019BB0B0CF6518,UC640y4UvDAlya_WOj5U4pfA,1,140902
EGNE,PL05C6EFB31D920568,UC640y4UvDAlya_WOj5U4pfA,4,381779
EGNE,PLACB124F79F677B6A,UC640y4UvDAlya_WOj5U4pfA,4,409630
EGNE,PL299B5CC87110A6E7,UC640y4UvDAlya_WOj5U4pfA,5,748377
SCLS,PL8B2E92F1687EC446,UC640y4UvDAlya_WOj5U4pfA,2,429224
EGNE,PL485F1F6C7083FBE1,UC640y4UvDAlya_WOj5U4pfA,7,488435
MATH,PL7A8749D363875113,UC640y4UvDAlya_WOj5U4pfA,6,997407
EGNE,PLA7DE84EFB0E7860B,UC640y4UvDAlya_WOj5U4pfA,3,250996
EGNE,PL7748E9BEC4ED83CA,UC640y4UvDAlya_WOj5U4pfA,4,574478
EGNE,PLC3EE33F27CF14A06,UC640y4UvDAlya_WOj5U4pfA,8,314106
MATH,PLDBD58EC94ED8697F,UC640y4UvDAlya_WOj5U4pfA,4,222560
EGNE,PLE3449F56F084DE22,UC640y4UvDAlya_WOj5U4pfA,6,125279
PHYS,PL30D1917C52D9F9B9,UC640y4UvDAlya_WOj5U4pfA,8,334021
EGNE,PL018645397D9487AF,UC640y4UvDAlya_WOj5U4pfA,4,186311
EGNE,PLEE3BA3C8CB606B8C,UC640y4UvDAlya_WOj5U4pfA,2,256271
PHYS,PL5E4E56893588CBA8,UC640y4UvDAlya_WOj5U4pfA,5,551698
EGNE,PL465CF583900B36A3,UC640y4UvDAlya_WOj5U4pfA,2,409231
PHYS,PL0F530F3BAF8C6FCC,UC640y4UvDAlya_WOj5U4pfA,3,356547
EGNE,PL5F4F46C1983C6785,UC640y4UvDAlya_WOj5U4pfA,4,788913
EGNE,PL6639898F1137AFAA,UC640y4UvDAlya_WOj5U4pfA,1,976499
EGNE,PL53575D0244F058EB,UC640y4UvDAlya_WOj5U4pfA,3,127632
EGNE,PL940DD62E8781E147,UC640y4UvDAlya_WOj5U4pfA,1,613728
EGNE,PL041D7B835EA04014,UC640y4UvDAlya_WOj5U4pfA,4,490319
EGNE,PLB41970323E7D1E1A,UC640y4UvDAlya_WOj5U4pfA,3,241368
EGNE,PL4A675ED47815B333,UC640y4UvDAlya_WOj5U4pfA,8,211411
EGNE,PL82E9A8429ED7BB27,UC640y4UvDAlya_WOj5U4pfA,8,883478
INTE,PL8BF3052396E05930,UC640y4UvDAlya_WOj5U4pfA,1,406019
EGNE,PL1F076D1A98071E24,UC640y4UvDAlya_WOj5U4pfA,5,59544
EGNE,PLF8C86C2E163D8E4E,UC640y4UvDAlya_WOj5U4pfA,6,377059
INTE,PLE051420C2068DCB2,UC640y4UvDAlya_WOj5U4pfA,5,202914
EGNE,PL350612601E2DBFDE,UC640y4UvDAlya_WOj5U4pfA,5,48584
INTE,PL8751DA481F0F0D17,UC640y4UvDAlya_WOj5U4pfA,1,463624
INTE,PL59E5B57A04EAE09C,UC640y4UvDAlya_WOj5U4pfA,1,825151
INTE,PLBF3763AF2E1C572F,UC640y4UvDAlya_WOj5U4pfA,4,210017
INTE,PLF7C73918190889CE,UC640y4UvDAlya_WOj5U4pfA,5,108982
EGNE,PLC4053D34F565AEB6,UC640y4UvDAlya_WOj5U4pfA,9,991464
INTE,PL9426FE14B809CC41,UC640y4UvDAlya_WOj5U4pfA,1,859249
EGNE,PL80DBC78FA0498727,UC640y4UvDAlya_WOj5U4pfA,3,253081
EGNE,PL4E1A7D28A90C9B41,UC640y4UvDAlya_WOj5U4pfA,1,268058
EGNE,PLAF30A255A53B6E6B,UC640y4UvDAlya_WOj5U4pfA,9,738409
EGNE,PL4C9BB8DDD5D888A6,UC640y4UvDAlya_WOj5U4pfA,6,873003
EGNE,PLA5C2F41190F383E4,UC640y4UvDAlya_WOj5U4pfA,3,151805
INTE,PL7DC83C6B3312DF1E,UC640y4UvDAlya_WOj5U4pfA,8,139036
EGNE,PL7C8BCEB9D5421BD3,UC640y4UvDAlya_WOj5U4pfA,1,262780
EGNE,PL3D4EECEFAA99D9BE,UC640y4UvDAlya_WOj5U4pfA,7,793510
EGNE,PLC7B26029C4E955FA,UC640y4UvDAlya_WOj5U4pfA,9,104190
INTE,PL04D5787E247DC324,UC640y4UvDAlya_WOj5U4pfA,7,392797
EGNE,PL36A60B630E8C7B56,UC640y4UvDAlya_WOj5U4pfA,2,997599
EGNE,PL8BA090E69BF01BC2,UC640y4UvDAlya_WOj5U4pfA,5,791019
EGNE,PL36E832F4CA46D233,UC640y4UvDAlya_WOj5U4pfA,1,912168
EGNE,PLA07ACBDE053A8229,UC640y4UvDAlya_WOj5U4pfA,4,556951
EGNE,PLD85E88483F782338,UC640y4UvDAlya_WOj5U4pfA,7,477411
EGNE,PLDF5162B475DD915F,UC640y4UvDAlya_WOj5U4pfA,7,68894
EGNE,PLE88643285BC70E0F,UC640y4UvDAlya_WOj5U4pfA,3,426613
EGNE,PL27C4A6AEA552F9E6,UC640y4UvDAlya_WOj5U4pfA,7,592799
EGNE,PL2A735F42FA18D5DD,UC640y4UvDAlya_WOj5U4pfA,1,644410
INTE,PL1A5A6AE8AFC187B7,UC640y4UvDAlya_WOj5U4pfA,6,341926
EGNE,PLB0226234D8AEFB72,UC640y4UvDAlya_WOj5U4pfA,9,384683
EGNE,PL1E2F2458D8425570,UC640y4UvDAlya_WOj5U4pfA,8,550823
EGNE,PL84B277E20A2617DC,UC640y4UvDAlya_WOj5U4pfA,6,887802
EGNE,PLE8F9BF5CB1201D23,UC640y4UvDAlya_WOj5U4pfA,2,599015
EGNE,PL926AA125A27D1284,UC640y4UvDAlya_WOj5U4pfA,2,930824
EGNE,PL4CCD04A3442AB2AF,UC640y4UvDAlya_WOj5U4pfA,6,522592
INTE,PL32DBC269EF768F74,UC640y4UvDAlya_WOj5U4pfA,3,223757
EGNE,PL5873EDBDFB69BAD8,UC640y4UvDAlya_WOj5U4pfA,3,209653
INTE,PL6EE0CD02910E57B8,UC640y4UvDAlya_WOj5U4pfA,1,205170
EGNE,PL1D46B10238154408,UC640y4UvDAlya_WOj5U4pfA,2,571974
EGNE,PL9567DFCA3A66F299,UC640y4UvDAlya_WOj5U4pfA,7,498321
EGNE,PLB4BC2E831048362F,UC640y4UvDAlya_WOj5U4pfA,8,401285
EGNE,PL33AB52ED9A7873C0,UC640y4UvDAlya_WOj5U4pfA,2,755752
EGNE,PL5677C301A37CEF76,UC640y4UvDAlya_WOj5U4pfA,2,918273
SCLS,PL70626B93401271C5,UC640y4UvDAlya_WOj5U4pfA,5,999367
EGNE,PLED1B6C0DE8A84B6E,UC640y4UvDAlya_WOj5U4pfA,5,550394
EGNE,PL425060D3C78350E1,UC640y4UvDAlya_WOj5U4pfA,5,692710
INTE,PL4F47209691234D1D,UC640y4UvDAlya_WOj5U4pfA,5,79632
EGNE,PLAE2D920B08D74108,UC640y4UvDAlya_WOj5U4pfA,8,343397
EGNE,PL37E90660AC081B5D,UC640y4UvDAlya_WOj5U4pfA,6,336412
EGNE,PLF5457B8AE71516CE,UC640y4UvDAlya_WOj5U4pfA,6,439386
SCLS,PL20A0651466E8A776,UC640y4UvDAlya_WOj5U4pfA,1,241942
EGNE,PL2BD2DA229B513E12,UC640y4UvDAlya_WOj5U4pfA,2,427584
EGNE,PL4BFB13CCDB954BCF,UC640y4UvDAlya_WOj5U4pfA,3,381585
EGNE,PL94CA590D7781A9B9,UC640y4UvDAlya_WOj5U4pfA,8,736929
MATH,PL3A87B93CB9912EC1,UC640y4UvDAlya_WOj5U4pfA,8,858036
PHYS,PL06FB41A69C7D618D,UC640y4UvDAlya_WOj5U4pfA,5,451210
EGNE,PL3F50D04B70A5B935,UC640y4UvDAlya_WOj5U4pfA,3,595076
EGNE,PLEF394C3A35DE8BC7,UC640y4UvDAlya_WOj5U4pfA,3,433731
EGNE,PLD4ED2FAF3C155625,UC640y4UvDAlya_WOj5U4pfA,2,359738
EGNE,PLA4CBD0C55B9C3878,UC640y4UvDAlya_WOj5U4pfA,1,121282
EGNE,PLE2DA184A2E479885,UC640y4UvDAlya_WOj5U4pfA,6,615083
INTE,PL112A527F83F7A5E4,UC640y4UvDAlya_WOj5U4pfA,1,664191
EGNE,PL35EBF66D99E7A0EC,UC640y4UvDAlya_WOj5U4pfA,2,472638
EGNE,PL7987F30C41A9ADCB,UC640y4UvDAlya_WOj5U4pfA,7,260790
EGNE,PLBEA57F7E7560C8E8,UC640y4UvDAlya_WOj5U4pfA,2,233223
INTE,PL338D19C40D6D1732,UC640y4UvDAlya_WOj5U4pfA,8,139717
EGNE,PLCA944605A8EDE42A,UC640y4UvDAlya_WOj5U4pfA,1,550743
EGNE,PL080F1A848428C3FD,UC640y4UvDAlya_WOj5U4pfA,7,438462
EGNE,PL46AAEDA6ABAFCA78,UC640y4UvDAlya_WOj5U4pfA,6,36207
EGNE,PL1BFC82F3A63B4172,UC640y4UvDAlya_WOj5U4pfA,9,773618
EGNE,PL41FA714195562989,UC640y4UvDAlya_WOj5U4pfA,6,491588
EGNE,PL0925FD10648D664E,UC640y4UvDAlya_WOj5U4pfA,2,408284
EGNE,PLB50EF6A79D1F8C14,UC640y4UvDAlya_WOj5U4pfA,3,515344
EGNE,PLD2350A83B752C861,UC640y4UvDAlya_WOj5U4pfA,5,815964
EGNE,PLF178600D851B098F,UC640y4UvDAlya_WOj5U4pfA,8,241481
EGNE,PL803563859BF7ED8C,UC640y4UvDAlya_WOj5U4pfA,8,731002
EGNE,PL1CE5B4FFFA997E5D,UC640y4UvDAlya_WOj5U4pfA,2,631594
EGNE,PL804EBBC9541F0D5A,UC640y4UvDAlya_WOj5U4pfA,6,532882
INTE,PL0862D1A947252D20,UC640y4UvDAlya_WOj5U4pfA,9,993790
LANG,PLZNV0gmRjgU98CuNhiE1cO2-yv7GmCsWI,UCEf0-WZoqYFzLZtx43KPvag,2,572724
LANG,PLZNV0gmRjgU-BvYFQAiQ92MJxvPZ3t5BB,UCEf0-WZoqYFzLZtx43KPvag,2,64219
LANG,PLZNV0gmRjgU_rNfUKe4PZLA4i7Ut5O0rc,UCEf0-WZoqYFzLZtx43KPvag,6,752676
LANG,PLZNV0gmRjgU-TpC2Qsz2_75t2yPeXgVfF,UCEf0-WZoqYFzLZtx43KPvag,7,90736
LANG,PLZNV0gmRjgU82YhRyCrTpdyaWlH30spwo,UCEf0-WZoqYFzLZtx43KPvag,9,45301
LANG,PLZNV0gmRjgU_ygZC171QAkI-OpzK2AmOP,UCEf0-WZoqYFzLZtx43KPvag,1,736198
LANG,PLZNV0gmRjgU9xkfgffTdkHaVU9wDoEaWZ,UCEf0-WZoqYFzLZtx43KPvag,4,819417
LANG,PLZNV0gmRjgU_XN2N3wPnrpOwSrcBABQo9,UCEf0-WZoqYFzLZtx43KPvag,1,722086
LANG,PLZNV0gmRjgU-Un1hmEjgbnOmSF-ziyRRQ,UCEf0-WZoqYFzLZtx43KPvag,9,7261
LANG,PLZNV0gmRjgU9wtCamyh93IOQh4QZ3Svbd,UCEf0-WZoqYFzLZtx43KPvag,2,944087
LANG,PLZNV0gmRjgU-hGQvR0kP2S_82dGsnGfSC,UCEf0-WZoqYFzLZtx43KPvag,6,956107
LANG,PLZNV0gmRjgU-CALKMjMY3UssrR--RB5Qk,UCEf0-WZoqYFzLZtx43KPvag,6,204955
LANG,PLZNV0gmRjgU-u6nYtR7oKxQUJJrCjR6ZP,UCEf0-WZoqYFzLZtx43KPvag,4,393511
LANG,PLZNV0gmRjgU8c_ZQjQaSRHI9ISFewIj82,UCEf0-WZoqYFzLZtx43KPvag,1,898462
LANG,PLZNV0gmRjgU_0SK3DC8u9BmHDEd1CKzO6,UCEf0-WZoqYFzLZtx43KPvag,1,525841
LANG,PLZNV0gmRjgU_0TO0snyMkb-zScwRYYGEX,UCEf0-WZoqYFzLZtx43KPvag,7,613958
LANG,PLZNV0gmRjgU_SKimV5-CWDt4YrAe6wAuU,UCEf0-WZoqYFzLZtx43KPvag,7,35365
LANG,PLZNV0gmRjgU_RAO0SezB308CDncHfhzqc,UCEf0-WZoqYFzLZtx43KPvag,5,404376
LANG,PLZNV0gmRjgU_J-qv1dunRH13U0UA1n2oc,UCEf0-WZoqYFzLZtx43KPvag,9,962979
LANG,PLZNV0gmRjgU-iL_z8P4KRBanqOclPGjUS,UCEf0-WZoqYFzLZtx43KPvag,7,439159
LANG,PLZNV0gmRjgU8STLPRuFYujigjNq6JZbsL,UCEf0-WZoqYFzLZtx43KPvag,9,266352
LANG,PLZNV0gmRjgU-l6xXNLIL-WW2t7tJkDKWH,UCEf0-WZoqYFzLZtx43KPvag,4,572365
LANG,PLZNV0gmRjgU9WfpbaI-cVU7Bde0R85_YP,UCEf0-WZoqYFzLZtx43KPvag,6,719233
LANG,PLZNV0gmRjgU9L2vUfw7QnXoygsEWubb-Q,UCEf0-WZoqYFzLZtx43KPvag,7,623831
LANG,PLZNV0gmRjgU_WgJ2IMnEnOmH0RZqeSkzg,UCEf0-WZoqYFzLZtx43KPvag,7,48885
LANG,PLZNV0gmRjgU83DrK7bPIck9parW9U9Ciy,UCEf0-WZoqYFzLZtx43KPvag,3,843185
LANG,PLZNV0gmRjgU_NJ5V575h7-vxr32TzZSMr,UCEf0-WZoqYFzLZtx43KPvag,6,529520
LANG,PLZNV0gmRjgU89fm8ByzvZ1HMtJTS0VoLo,UCEf0-WZoqYFzLZtx43KPvag,2,719985
LANG,PLZNV0gmRjgU-xFHBMqqX8jX1M8rrIF93O,UCEf0-WZoqYFzLZtx43KPvag,3,68041
LANG,PLZNV0gmRjgU_a1snwPuqik7puw6ygEUej,UCEf0-WZoqYFzLZtx43KPvag,7,693726
LANG,PLZNV0gmRjgU-a4R8b8OyZhXC1lDiRY7NO,UCEf0-WZoqYFzLZtx43KPvag,9,614699
LANG,PLZNV0gmRjgU9yA0qE3Yf79-xUWvpYpw97,UCEf0-WZoqYFzLZtx43KPvag,3,565903
LANG,PLZNV0gmRjgU-aovZzdNBD8DpTlnlMVKAd,UCEf0-WZoqYFzLZtx43KPvag,2,181441
LANG,PLZNV0gmRjgU8DKjiiQPEeHREu2Q_jpFl6,UCEf0-WZoqYFzLZtx43KPvag,4,68464
LANG,PLZNV0gmRjgU_pAOU41qg1D8rg5QuqLH7W,UCEf0-WZoqYFzLZtx43KPvag,5,932552
LANG,PLZNV0gmRjgU_aQAsHm54XYCL4Vg4gyi70,UCEf0-WZoqYFzLZtx43KPvag,1,99402
LANG,PLZNV0gmRjgU-26z8tbE4CmO2RXi4BDn0u,UCEf0-WZoqYFzLZtx43KPvag,1,210216
LANG,PLZNV0gmRjgU95LVZLxd2oUzW5-Zjt3rvY,UCEf0-WZoqYFzLZtx43KPvag,9,118240
LANG,PLZNV0gmRjgU_QVmd59ejlBPXvzZEX1whn,UCEf0-WZoqYFzLZtx43KPvag,1,190711
LANG,PLZNV0gmRjgU92mo0flpo3ArpPdV6q-FDE,UCEf0-WZoqYFzLZtx43KPvag,4,944121
LANG,PLZNV0gmRjgU_u-q5UEJ4SEroiO8GZQQUp,UCEf0-WZoqYFzLZtx43KPvag,5,102575
LANG,PLZNV0gmRjgU_A-ZOzG1QhkSNA92OKZEL6,UCEf0-WZoqYFzLZtx43KPvag,4,284832
LANG,PLZNV0gmRjgU_ICxC7SZC4TfM-Qz1YOvf6,UCEf0-WZoqYFzLZtx43KPvag,6,420670
LANG,PLZNV0gmRjgU-ghzYqJOzoaWvRFj3X321q,UCEf0-WZoqYFzLZtx43KPvag,7,172553
LANG,PLZNV0gmRjgU9E6FvvqviF7wFm6zJLQvvb,UCEf0-WZoqYFzLZtx43KPvag,2,207479
LANG,PLZNV0gmRjgU_QIjq69bJZ7U-x_VmWXl9i,UCEf0-WZoqYFzLZtx43KPvag,7,645412
LANG,PLZNV0gmRjgU8CLrablP18wHxqzl3Rmi_I,UCEf0-WZoqYFzLZtx43KPvag,9,292204
LANG,PLZNV0gmRjgU8cxXy6zyfo1s-lEA00W5wg,UCEf0-WZoqYFzLZtx43KPvag,6,492370
LANG,PLZNV0gmRjgU-hefVAO-l1zs2aNl_NQIWM,UCEf0-WZoqYFzLZtx43KPvag,5,299795
LANG,PLZNV0gmRjgU9EAHVA4IcTzomPV4tozgfK,UCEf0-WZoqYFzLZtx43KPvag,3,493280
LANG,PLZNV0gmRjgU8_Pjz_ulX4tPEZYnfaoNU5,UCEf0-WZoqYFzLZtx43KPvag,7,557000
LANG,PLZNV0gmRjgU_Z27kNpw7T2wsphmalVKTZ,UCEf0-WZoqYFzLZtx43KPvag,6,973275
LANG,PLZNV0gmRjgU-uq2B7h9OnGL0lCSR_1c_g,UCEf0-WZoqYFzLZtx43KPvag,1,107706
LANG,PLZNV0gmRjgU-31z6uAmJ4Fq8e6AF2gcR6,UCEf0-WZoqYFzLZtx43KPvag,7,781816
LANG,PLZNV0gmRjgU_F-p-72n3Xq3MXKSG2rJex,UCEf0-WZoqYFzLZtx43KPvag,3,778783
LANG,PLZNV0gmRjgU8pNeAZ1zjhbgii1iatKKX4,UCEf0-WZoqYFzLZtx43KPvag,4,909687
LANG,PLZNV0gmRjgU9jrkux4dQ2CmC9AiM3wr6Q,UCEf0-WZoqYFzLZtx43KPvag,6,141225
LANG,PLZNV0gmRjgU-lwbNnFqgshPISEn3DJ80k,UCEf0-WZoqYFzLZtx43KPvag,3,166850
